eta[0]   eta[1]   eta[2]   eta[3]   negative_log_lik
 0.74809899999999995845456624010694   -0.35176400000000002110667196575378    0.23856199999999999628030877829588    0.44883800000000001473310362598568    1118.05763754595341197273228317499161
 0.39109518381658953112278709340899    0.02416374550300010026759878201119    1.07302015262480265889166730630677    0.21430400052547760036958379714633    1814.93757558957486253348179161548615
 0.70736342848714739428572784163407   -0.30886913202823707003119579894701    0.33377703191233981661056873235793    0.42207672722166800216569981785142    1180.75050434468630555784329771995544
 0.74298903703987762003890793494065   -0.34638316996927637214653827868460    0.25050599067570250566561185223691    0.44548100493194603410884724326024    1125.69070179185359847906511276960373
 0.74745059079068021379299580075894   -0.35108122014955234213573476154124    0.24007758702295750596888979089272    0.44841202694799275896286872011842    1119.02255436224936602229718118906021
 0.74801660350325815951322283581248   -0.35167723585952492815209780019359    0.23875459297894613408530517517647    0.44878386954243199014058518514503    1118.18019537660302376025356352329254
 0.74808852755560528713374424114591   -0.35175297243605607722116701552295    0.23858647821621764562038947588007    0.44883112011760989412678668486478    1118.07321347274114486936014145612717
 0.74809766894036655582311823309283   -0.35176259838403839408371709396306    0.23856511120921511381887114566780    0.44883712555909710539836510179157    1118.05961724867734119470696896314621
 0.74809883082029982048766214575153   -0.35176382185248339373728754253534    0.23856239543941454295250537143147    0.44883788885723369110891667332908    1118.05788916892879569786600768566132
 0.74809897849699513727728117373772   -0.35176397735717174208858182282711    0.23856205026096874433072514420928    0.44883798587358036957795093258028    1118.05766952762587607139721512794495
 0.74809899726693429578006089286646   -0.35176399712206102288192255400645    0.23856200638824795468018180599756    0.44883799820450992479337060103717    1118.05764161088245600694790482521057
 0.74809899965262327548032317281468   -0.35176399963420973415750836466032    0.23856200081195566564673526954721    0.44883799977179061890808497992111    1118.05763806260756609844975173473358
 0.74809899995584772103285331468214   -0.35176399995350737803789797908394    0.23856200010320108284567197642900    0.44883799997099416145829309243709    1118.05763761162984337715897709131241
 0.74809899999438844719890084888902   -0.35176399999409102559155826384085    0.23856200001311636538225968706683    0.44883799999631351917983579369320    1118.05763755430689343484118580818176
 0.74809899999928697322815196457668   -0.35176399999924923278626920364331    0.23856200000166652430699798514979    0.44883799999953161163901427244127    1118.05763754702252299466636031866074
 0.74809899999990958630036175236455   -0.35176399999990487499346158983826    0.23856200000021113294401686744095    0.44883799999994067331243741136859    1118.05763754609051829902455210685730
